PLC-Gesamt,RL100-Code,RL100-Langname,RL100-Kurzname,Typ-Kurz,Betriebszustand,Datum-Ab
,XAOLA,Oberlaa,Oberlaa,Bf,Betrieb,20211115
,XAOM,Obernberg-Altheim,Obernberg-Alth,Bf,,20110209
,XAP,St.Pölten Hbf,St.Pölten Hbf,Bf,,19990101
,XAPA,Patsch,Patsch,Hst,,20020509
,XAPC,Pichl,Pichl,Bf,,20000122
,XAPD,Parndorf,Parndorf,Bf,,20070213
,XAPF,St. Pölten Fbf,St.Pölten Fbf,Bf,,19990101
,XAPFW,Pfarrwerfen,Pfarrwerfen,Hp,,20050801
,XAPG,Peggau-Deutschfeistr,Peggau-Deutschf,Bf,,20100521
,XAPH,Pernhofen-Wulzeshofen,Pernh-Wulzeshofe,Bf,,20011027
,XAPI,Pians,Pians,Bf,,20020810
,XAPK,Peterskirchen,Peterskirchen,Bf,,20110209
,XAPKR,St Pölten Knoten Rohr,Knoten Rohr,Bft,Betrieb,20081214
,XAPKW,St Pölten Knoten Wagram,Knoten Wagram,Bft,Betrieb,20081214
,XAPL,Pflach,Pflach,Hp,,19990101
,XAPM,Pram-Haag,Pram-Haag,Bf,,20110209
,XAPN,Pöchlarn,Pöchlarn,Bf,,19990101
,XAPO,Puch-Oberalm,Puch-Oberalm,Bf,,20050801
,XAPR,Pregarten,Pregarten,Bf,,19990917
,XAPRD,Prinzersdorf,Prinzersdorf,Bf,,20070615
,XAPS,Pöls,Pöls,Bf,,20060624
,XAPT,Paternion-Feistritz,Paternion-Feistr,Bf,,20041104
,XAPV,Pill-Vomperbach,Pill-Vomperbach,Hst,,20020509
,XAPW,Pörtschach am Wörthersee,Pörtschach a.W.,Bf,,19990101
,XAPZ,Pusarnitz,Pusarnitz,Bf,,20041104
,XAR,Rottenmann,Rottenmann,Bf,,19990101
,XARA,Radstadt,Radstadt,Bf,,19990101
,XARB,Rosenbach,Rosenbach,Bf,,19990101
,XARD,Riedenburg,Riedenburg,Bf,,20020810
,XARE,Reith,Reith,Bf,,19990101
,XAREZ,Retz,Retz,Bf,Betrieb,20140306
,XARH,Rohr-Bad Hall,Rohr-Bad Hall,Bf,,20090317
,XARI,Ried im Innkreis,Ried i Innkreis,Bf,,19990101
,XARK,Rattenberg-Kramsach,Rattenbg-Krams,Hst,,20020509
,XARP,Roppen,Roppen,Bf,,20020810
,XART,Reutte in Tirol,Reutte in Tirol,Bf,,19990101
,XARTS,Reutte in Tirol Schulzentrum,Reutte Schulz.,Hp,,20010612
,XARU,Rum,Rum,Hst,,20020509
,XARW,Rankweil,Rankweil,Bf,,19990101
,XARWL,Rekawinkel,Rekawinkel,Bf,,20120803
,XARZ,Rietz,Rietz,Bf,,20030925
,XAS,Seefeld in Tirol,Seefeld in Tirol,Bf,,19990101
,XASA,Saalfelden,Saalfelden,Bf,,19990101
,XASB,Salzburg Hbf,Salzburg Hbf,Bf,Betrieb,20081214
,XASBA,Salzburg Aigen,Salzburg Aigen,Bf,,20050801
,XASBG,Salzburg Glanbachbrücke,Salzb Glanbachbr,Bft,Betrieb,20081216
,XASBK,Salzburg Kasern,Salzburg Kasern,Hp,Betrieb,20171210
,XASBL,Schönbichl,Schönbichl,Hp,,19990101
,XASBM,Salzburg Mitte,Salzburg Mitte,Hp,Betrieb,20081214
,XASBN,Süssenbrunn,Süssenbrunn,Bf,,20070213
,XASBP,Salzburg Parsch,Salzburg Parsch,Bf,,20050801
,XASBS,Salzburg Süd,Salzburg Süd,Bf,Betrieb,20081214
,XASBW,Bad Schallerbach-Wallern,Bad Schall-Wall,Bf,,19990101
,XASC,Schwaz,Schwaz,Bf,,19990101
,XASCH,Schönwies,Schönwies,Bf,,19990101
,XASD,Schaanwald,Schaanwald,Bf,,20070213
,XASE,St. Michael,St.Michael,Bf,,19990101
,XASEM,Semmering (in Sem),Semmering (Sem),Bf,,20210401
,XASF,Steindorf-Straßwalchen,Steindorf-Straßw,Bf,,19990101
,XASFU,Schaftenau,Schaftenau,Hst,,20020509
,XASG,Salzburg-Gnigl,Salzburg-Gnigl,Bf,,19990101
,XASGM,St. Georgen a. d. Mattig,St.Georgen/Matt,Hp,,20171107
,XASH,Schärding,Schärding,Bf,,19990101
,XASI,Stainach-Irdning,Stainach-Irdning,Bf,,19990101
,XASIL,Sillian,Sillian,Bf,,19990101
,XASJ,St. Johann im Pongau,St.Johann i.P.,Bf,,19990101
,XASK,Seekirchen am Wallersee,Seekirchen a W,Bf,,20070615
,XASL,Schladming,Schladming,Bf,,19990101
,XASLF,Salzburg Liefering,Salzb Liefering,Bft,Betrieb,20081214
,XASLZ,Silz,Silz,Bf,,20020810
,XASMG,St.Martin am Grimming,St.Martin a Grim,Bf,,20121019
,XASMH,Schalchen-Mattighofen,Schalchen-Mattig,Hp,Betrieb,20171210
,XASN,Schruns,Schruns,Bf,,19990101
,XASP,Spittal (Millstättersee),Spittal(Millst.),Bf,,19990101
,XASPC,Seefeld PlayCastle,Seefeld PlayCast,Hp,Betrieb,20081214
,XASPL,St.Paul im Lavanttal (in Lav),St Paul i Lavant,Bf,Betrieb,20241101
,XASPP,Spital am Pyhrn,Spital am Pyhrn,Bf,,20090317
,XASPR,Spratzern,Spratzern,Bf,,20231101
,XASPS,St Peter-Seitenstetten,S Peter-Seitenst,Bf,,20070615
,XASR,Straßwalchen,Straßwalchen,Bf,,19990101
,XASRA,Stockerau,Stockerau,Bf,,20120803
,XASRM,Stadt Rottenmann,Stadt Rottenmann,Bf,,20090207
,XASRW,Straßwalchen West,Straßwalch West,Hp,Betrieb,20171210
,XASS,Spielfeld-Straß,Spielfeld-Straß,Bf,,19990101
,XASSA,Salzburg Sam,Salzburg Sam,Hp,Betrieb,20081214
,XAST,Steinach in Tirol,Steinach i Tirol,Bf,,19990101
,XASTA,Stans (b Schwaz) Knoten Abzw,Stans Kn (Abzw),Abzw,Betrieb,20210601
,XASTH,Straßhof,Straßhof,Bf,,20050729
,XASTM,Stams,Stams,Bf,,20020810
,XASTR,Strengen,Strengen,Bf,,20020810
,XASTS,Stans bei Schwaz,Stans(b Schwaz),Hst,,20020509
,XASU,Stadlau,Stadlau,Bf,,19990101
,XASUL,Sulzau,Sulzau,Bf,,20050801
,XASUM,Summerau,Summerau,Bf,,19990101
,XASV,St. Valentin,St.Valentin,Bf,,19990101
,XASVZ,Schaan-Vaduz,Schaan-Vaduz,Bf,,20070213
,XASW,Schwarzach-St Veit,Schwarzach-St.V.,Bf,,19990101
,XASY,Steyr,Steyr,Bf,,19990101
,XASYF,Steyr Frachtgut,Steyr Frachtgut,Bf,,19990101
,XASZ,Selzthal,Selzthal,Bf,,19990101
,XAT,Trieben,Trieben,Bf,,19990101
,XATA,Treibach-Althofen,Treibach-Althf,Bf,,19990101
,XATD,Tullnerfeld,Tullnerfeld,Bf,Betrieb,20121209
,XATF,Taufkirchen an der Pram,Taufkirchen Pram,Bf,,20091013
,XATI,Tisis,Tisis,Bf,,20070213
,XATK,Trimmelkam-Osterm.,Trimmelkam-Ost.,Bf,,19990101
,XATN,Tenneck,Tenneck,Hp,,20050801
,XATP,Telfs-Pfaffenhofen,Telfs-Pfaffenhfn,Bf,,19990101
,XATR,Taxenbach-Rauris,Taxenbach-Rauris,Bf,,20050801
,XATRN,Traun                               (AT),Traun,Bf,,20110113
,XATS,Tschagguns,Tschagguns,Bf,,19990101
,XATT,Teichstätt,Teichstätt,Hp,,20171107
,XATU,Tulln,Tulln,Bf,,20040116
,XATW,Terfens-Weer,Terfens-Weer,Hst,,20020509
,XATX,Salzburg Taxham Europark,Taxham,Bft,Betrieb,20091213
,XAU,Ulrichsbrücke-Füssen,Ulrichsbr-Füssen,Hp,,19990101
,XAUDH,Uttendorf-Helpfau,Uttendorf-Helpf,Hp,,20171107
,XAUH,Ulmerfeld-Hausmening,Ulmerfeld-Hausme,Bf,,20150120
,XAUM,Unzmarkt,Unzmarkt,Bf,,19990101
,XAUR,Urstein,Urstein,Hp,Betrieb,20081214
,XAUS,Unterberg-Stefansbr,Unterberg-Stefbr,Hst,,20020509
,XAV,Vils,Vils,Bf,,19990101
,XAVA,Vandans,Vandans,Bf,,19990101
,XAVB,Vöcklabruck,Vöcklabruck,Bf,,20000203
,XAVE,Velden am Wörthersee,Velden a.W.,Bf,,19990101
,XAVG,St. Veit a.d. Glan,St.Veit a.d.Glan,Bf,,19990101
,XAVH,Villach Hbf,Villach Hbf,Bf,,19990101
,XAVHG,Villach Hbf Ost Gütergleise,Villach Hbf Ost,Bft,Betrieb,20090614
,XAVHO,Villach Hbf Verl,Villach Hbf Verl,Bft,Betrieb,20081214
,XAVI,Viktring,Viktring,Bf,,19990101
,XAVIS,Vils in Tirol Stadt,Vils Stadt,Hp,Betrieb,20160628
,XAVL,Völs,Völs,Bf,,20020810
,XAVM,Vöcklamarkt,Vöcklamarkt,Bf,,20070615
,XAVN,Bad Vigaun,Bad Vigaun,Hp,,20060825
,XAVO,Volders-Baumkirchen,Volders-Baumk,Bf,,20020509
,XAVS,Villach Süd,Villach Süd,Bf,,19990101
,XAVW,Villach Westbf,Villach Westbf,Bf,,20111124
,XAWA,Wald am Schoberpaß,Wald Schoberpaß,Bf,,19990101
,XAWAL,Wallersee,Wallersee,Hp,,20171107
,XAWAU,Loosdorf-Rohr Üst Wat 7,Üst Wat 7,Üst,Betrieb,20181117
,XAWB,Wartberg im Mürztal,Wartberg i.Mürz.,Bf,,19990101
,XAWBK,Wartberg a d Krems,Wartberg a d Kr,Bf,,20090317
,XAWD,Westendorf                          (AT),Westendorf    AT,Bf,,20090601
,XAWE,Wels Hbf,Wels Hbf,Bf,,19990101
,XAWEF,Wels Hbf Frachgut,Wels Hbf Fg,Bf,,19990101
,XAWEG,Weng,Weng,Hp,,20171107
,XAWEL,Wien Erdbergerlände,Wien Erdberger,Bf,Betrieb,20210901
,XAWEN,Wendling,Wendling,Bf,,20110209
,XAWES,Weststeiermark,Weststeiermark,Bf,Planung,20241001
,XAWES,Weststeiermark,Weststeiermark,Bf,Betrieb,20251214
,XAWET,Wels Vbf CCT,Wels Vbf CCT,Bft,,19990101
,XAWEV,Wels Verschiebebf,Wels Vbf,Bf,,19990101
,XAWF,Wien Franz-Josefs Bf,Wien F-J Bf,Bf,,19990101
,XAWFL,Wien-Floridsdorf,Floridsdorf,Bf,,20081201
,XAWFX,Wien Zvbf Abzww Felixdorf (in Zur),Wien Zvbf Felixd,Abzw,Betrieb,20230918
,XAWG,Wien Meidling,Wien Meidling,Bf,,19990101
,XAWH,Wien Hütteldorf,Wien Hütteldorf,Bf,,19990101
,XAWI,Wildon,Wildon,Bf,,19991029
,XAWIB,Wien Blumental (in Id),Wien Blumental,Bf,Betrieb,20240601
,XAWIE,Wien Hbf,Wien Hbf,Bf,Betrieb,20130906
,XAWIF,Flughafen Wien,Flughafen Wien,Bf,Betrieb,20150301
,XAWIG,Windischgarsten,Windischgarsten,Bf,,20090317
,XAWIO,Wien Hbf Autoreisezug,Wien Hbf ARZ,Bft,Betrieb,20140615
,XAWK,Wien Donaukaibahnhof,Wien Donaukaibf,Bf,,19990101
,XAWL,Wörgl,Wörgl,Bf,,19990101
,XAWLD,Wald am Arlberg,Wald am Arlberg,Bf,,20020810
,XAWLH,Wien Lobau Hafen,Wien Lobau Hafen,Bf,,19990101
,XAWM,Wien Matzleinsdorf,Wien Matzleinsdf,Bf,,19990101
,XAWMI,Wien Mitte,Wien Mitte,Bf,,20081201
,XAWN,Wien Nordwestbahnhof,Wien Nordwestbf,Bf,,19990101
,XAWNP,Wien Praterstern,Wien Praterstern,Bf,,20090829
,XAWNS,Wiener Neustadt Hbf,Wiener Neustadt,Bf,,20090829
,XAWO,Wolkersdorf,Wolkersdorf,Bf,,20070213
,XAWP,Wien Penzing,Wien-Penzing,Bf,,19990101
,XAWPD,Wampersdorf,Wampersdorf,Bf,Betrieb,20240601
,XAWR,Wernstein,Wernstein,Bf,,19990101
,XAWRD,Werndorf,Werndorf,Bf,Betrieb,20200327
,XAWRF,Werfen,Werfen,Bf,,20040421
,XAWS,Wien Südbf,Wien Südbf,Bf,,19990101
,XAWSF,Wien Südbf Frachtgut,Wien Südbf Fg,Bf,,19990101
,XAWSG,Wien Simmering,Wien Simmering,Bf,Betrieb,20081214
,XAWT,Wolfurt,Wolfurt,Bf,,19990101
,XAWU,Wien Freudenau Hafen,Wien Freudenau H,Bf,,19990101
,XAWV,Warmbad Villach,Warmbad Villach,Bf,,19990101
,XAWW,Wien Westbf,Wien Westbf,Bf,,19990101
,XAWZ,Wien Zentralverschiebebahnhof,Wien ZVbf,Bf,,19990101
,XAWZO,Wien Zvbf-Ost (in Zur),Wien Zvbf Ost,Abzw,Betrieb,20230918
,XAXBE,Brennersee Grenze IT,Brennersee Gr IT,Gp,Betrieb,20120324
,XAXLU,Lustenau Grenze CH,Lustenau Gr CH,Gp,Betrieb,20120324
,XAXRB,Rosenbach Grenze SI,Rosenbach Gr SI,Gp,,20110305
,XAY,Ybbs a.d. Donau,Ybbs a.d.Donau,Bf,,19990101
,XAZ,Zell am See,Zell am See,Bf,,19990101
,XAZL,Zirl,Zirl,Bf,,20020810
,XAZW,Zeltweg,Zeltweg,Bf,,19990101
,XAZZ,Zell am Ziller,Zell am Ziller,Bf,,19990101
,XBAA,Antwerpen-Waaslandhaven Zuid,Antw-Waaslhvn Zu,Bf,,20071209
,XBAAL,Aalter,Aalter,Bf,,19990101
,XBAAN,Antwerpen-Waaslandhaven Noord,Antw-Waaslhvn No,Bf,Betrieb,20081214
,XBAAR,Aarschot,Aarschot,Bf,,20100709
,XBAAS,Aalst,Aalst,Bf,,20100709
,XBAC,Antwerpen-Centraal,Antwerpen-Centr,Bf,,19990101
,XBACR,Acren,Acren,Bf,,20100709
,XBACT,Antwerpen-DS Combinant,Antw-DS Combi,Bf,Betrieb,20180223
,XBAD,Antwerpen-Dam,Antwerpen-Dam,Bf,,19990101
,XBAE,Alken                               (BE),Alken         BE,Bf,Betrieb,20090614
,XBAH,Athus,Athus,Bf,,20100709
,XBAI,Aiseau,Aiseau,Bf,,20100709
,XBAK,Antwerpen-Kiel,Antwerpen-Kiel,Bf,,19990101
,XBAKB,Antwerpen DS Kanaaldok BASF,Antwerp DS BASF,Bft,,20100501
,XBAL,Angleur,Angleur,Bf,,19990101
,XBAM,Antwerpen Main Hub,Antw Main Hub,Bf,,20080125
,XBAN,Antwerpen-Noord,Antwerpen-Noord,Bf,,19990101
,XBANB,Antwerpen-Noord-Bundel B3,Antwerp Noord B3,Bft,Betrieb,20200327
,XBANC,Antwerpen-Noord-Bundel C1,Antwerp Noord C1,Bft,Betrieb,20200327
,XBANN,Andenne,Andenne,Bf,,20100709
,XBANS,Ans,Ans,Bf,,20050922
,XBAOO,Antwerpen-Oost,Antwerpen-Oost,Bf,,20100709
,XBAP,Appelterre,Appelterre,Bf,,20100709
,XBAR,Arlon,Arlon,Bf,,19990101
,XBARC,Archennes,Archennes,Bf,,20100724
,XBAS,Antwerpen-Schijnpoort,Antwerp-Schijnp,Bf,,19990101
,XBASS,Asse,Asse,Bf,,20080926
,XBATH,Ath,Ath,Bf,,20100709
,XBAU,Auvelais,Auvelais,Bf,,19990101
,XBAW,Antwerpen Dokken en Stapelplaats,Antwerpen DS,Bf,,19990101
,XBAWA,Antwerpen-DS Angola,Antw DS Angola,Bft,,20101212
,XBAWB,Antwerpen-DS Berendrecht,Antw-DS Berendr,Bft,,20100501
,XBAWO,Antwerpen-DS Oorderen,Antwerp-DS Oord,Bft,,20010610
,XBAWZ,Antwerpen-DS Zandvliet,Antw-DS Zandvl,Bft,,20081105
,XBAY,Aywaille,Aywaille,Bf,,20100709
,XBAZ,Antwerpen-Zuid,Antwerpen-Zuid,Bf,,20080912
,XBAZG,Anzegem,Anzegem,Bf,,20100709
,XBB,Bruxelles-Midi / Brussel-Zuid,Bruxelles-Midi,Bf,,19990101
,XBBA,Bierset-Awans,Bierset-Awans,Bf,,20060125
,XBBAL,Balen,Balen,Bf,,20100709
,XBBC,Berchem,Berchem,Bf,,20031115
,XBBCS,Bruxelles-Congrès/Brussel-Congres,Brux-Congrès,Bf,,20100710
,XBBCT,Boechout,Boechout,Bf,,20100709
,XBBD,Buda,Buda,Bf,,20100710
,XBBDL,Boondael/Boondaal,Boondael/Boondaa,Bf,Betrieb,20140814
,XBBE,Beernem,Beernem,Bf,,19990101
,XBBF,Blandain - Frontière,Blandain - Fr,Bf,,20100709
,XBBFV,Boitsfort/Bosvoorde,Boitsfort/Bosvoo,Bf,,20100709
,XBBG,Bierges,Bierges,Bf,,20100709
,XBBH,Binche,Binche,Bf,,20100709
,XBBHT,Buggenhout,Buggenhout,Bf,,20100710
,XBBI,Bilzen,Bilzen,Bf,,20100709
,XBBJ,Bokrijk,Bokrijk,Bf,,20100709
,XBBK,Bruxelles-Chapelle/Brussel-Kapellekerk,Brux-Chapelle,Bf,,20100710
,XBBL,Bruxelles-Central/Brussel-Centraal,Bruxelles-Centr,Bf,,19990101
,XBBLA,Braine-l'Alleud,Braine-l'Alleud,Bf,,20100710
,XBBLB,Blankenberge,Blankenberge,Bf,,20100709
,XBBLC,Braine-le-Comte,Braine-le-Comte,Bf,,20100710
,XBBLL,Bellem,Bellem,Bf,,20100709
,XBBLM,Blanmont,Blanmont,Bf,,20100709
,XBBLT,Blaton,Blaton,Bf,,20100709
,XBBLX,Bruxelles-Luxembourg,Bruxelles-Lux,Bf,Betrieb,20081214
,XBBMB,Boortmeerbeek,Boortmeerbeek,Bf,,20100710
,XBBME,Bruxelles M Eurostar/Brussel Z Eurostar,Brux M Eurostar,Bf,Betrieb,20140814
,XBBN,Bruxelles-Nord/Brussel-Noord,Bruxelles-Nord,Bf,,19990101
,XBBNL,Brussels Airport-Zaventem,Brussels-Airp-Za,Bf,,20250117
,XBBNM,Bornem,Bornem,Bf,,20100710
,XBBO,Bordet,Bordet,Bf,,20100709
,XBBOF,Bouffioulx,Bouffioulx,Bf,,20190606
,XBBOS,Bockstael,Bockstael,Bf,,20100709
,XBBOU,Bruxelles-Ouest / Brussel-West,Bruxelles-Ouest,Bf,Betrieb,20160622
,XBBP,Brugge-Sint-Pieters,Brugge-Sint-Piet,Bf,,20100710
,XBBPI,Bruxelles-Petite-Ile / Brussel-kl-Eiland,Brux-Petite-Ile,Bf,,20160801
,XBBQ,Bracquegnies,Bracquegnies,Bf,,20100724
,XBBQL,Bruxelles Quartier Leopold/Brussel LW,Bru QL/LW,Bf,,20100710
,XBBR,Brugge,Brugge,Bf,,19990101
,XBBRG,Beringen                            (BE),Beringen,Bf,,20100709
,XBBRZ,Baasrode-Zuid,Baasrode-Zuid,Bf,,20100709
,XBBS,Bressoux,Bressoux,Bf,,19990101
,XBBSG,Bissegem,Bissegem,Bf,,20100709
,XBBSL,Belsele,Belsele,Bf,,20100709
,XBBSM,Bruxelles-Schuman/Brussel-Schuman,Bru-Schuman,Bf,,20100710
,XBBSU,Boussu,Boussu,Bf,,20100710
,XBBT,Burst,Burst,Bf,,20100710
,XBBV,Beveren (Waas),Beveren (Waas),Bf,,20100709
,XBBW,Basse-Wavre,Basse-Wavre,Bf,,20100709
,XBBWL,Bouwel,Bouwel,Bf,,20100710
,XBBX,Bertrix,Bertrix,Bf,,19990101
,XBBZ,Beuzet,Beuzet,Bf,,20100709
,XBBZG,Buizingen,Buizingen,Bf,,20100710
,XBC,Coo,Coo,Bf,,20100710
,XBCC,Courcelles-Motte,Courcelles-Motte,Bf,,20100710
,XBCE,Chenee,Chenee,Bf,,20040117
,XBCH,Charleroi-Central,Charleroi-Centra,Bf,,20221213
,XBCK,Comines/Komen,Comines/Komen,Bf,,20100710
,XBCL,Chatelet,Chatelet,Bf,,19990101
,XBCLL,Callenelle,Callenelle,Bf,,20100710
,XBCM,Ceroux-Mousty,Ceroux-Mousty,Bf,,20100710
,XBCO,Charleroi-Ouest,Charleroi-Ouest,Bf,,20100713
,XBCS,Chastre,Chastre,Bf,,20100710
,XBCSE,Court-Saint-Etienne,Court-St-Etienne,Bf,,20100710
,XBCSH,Cour-sur-Heure,Cour-sur-Heure,Bf,,20100710
,XBCT,Chertal,Chertal,Bf,,19990101
,XBCU,Couillet,Couillet,Bf,,20100710
,XBCY,Ciney,Ciney,Bf,,20100710
,XBDB,Dilbeek,Dilbeek,Bf,,20100710
,XBDBG,Duinbergen,Duinbergen,Bf,,20100710
,XBDBK,Diepenbeek,Diepenbeek,Bf,Betrieb,20140814
,XBDD,Dendermonde,Dendermonde,Bf,,20100710
,XBDG,Dolhain-Gileppe,Dolhain-Gileppe,Bf,,20040429
,XBDH,De Hoek,De Hoek,Bf,,20100710
,XBDI,Diest,Diest,Bf,,20100710
,XBDK,Diksmuide,Diksmuide,Bf,,20100710
,XBDL,Denderleeuw,Denderleeuw,Bf,,19990101
,XBDM,Diegem,Diegem,Bf,,20100710
,XBDN,De Pinte,De Pinte,Bf,,20100710
,XBDP,De Panne,De Panne,Bf,,20100710
,XBDR,Drongen,Drongen,Bf,,20100710
,XBDT,Dinant,Dinant,Bf,,20100710
,XBDU,Duffel,Duffel,Bf,,20100710
,XBDZ,Deinze,Deinze,Bf,,20100710
,XBEA,Ernage,Ernage,Bf,,20100710
,XBEB,Erembodegem,Erembodegem,Bf,,20100710
,XBEC,Ecaussinnes,Ecaussinnes,Bf,,20100710
,XBED,Ede                                 (BE),Ede           BE,Bf,,20100417
,XBEE,Etterbeek,Etterbeek,Bf,,20100710
,XBEG,Enghien/Edingen,Enghien/Edingen,Bf,,20100710
,XBEK,Ekeren,Ekeren,Bf,,20100710
,XBEL,Essene-Lombeek,Essene-Lombeek,Bf,,20100710
,XBEM,Eppegem,Eppegem,Bf,,20100710
,XBEN,Engis,Engis,Bf,,19990101
,XBEP,Eupen,Eupen,Bf,,19990101
,XBEQ,Erquelinnes,Erquelinnes,Bf,,19990101
,XBEQV,Erquelinnes-Village,Erquelinnes-Vill,Bf,,20100710
,XBES,Essen                               (BE),Essen         BE,Bf,,20090601
,XBEW,Erps-Kwerps,Erps-Kwerps,Bf,,20100710
,XBEX,Esneux,Esneux,Bf,,20100710
,XBEZ,Ezemaal,Ezemaal,Bf,,20100713
,XBFA,Faux,Faux,Bf,,20100713
,XBFC,Farciennes,Farciennes,Bf,,20100713
,XBFCM,Franchimont,Franchimont,Hp,,20100713
,XBFE,Franiere,Franiere,Bf,,20100713
,XBFF,Floreffe,Floreffe,Bf,,20100713
,XBFH,Flemalle-Haute,Flemalle-Haute,Bf,,20100713
,XBFL,Fleurus,Fleurus,Bf,,20100713
,XBFM,Forest-Midi /Vorst-Zuid,Forest-Midi,Bf,,19990101
,XBFR,Fraipont,Fraipont,Bf,,20040117
,XBFS,Frameries,Frameries,Bf,,20100713
,XBFTV,Fontaine-Valmont,Fontaine-Valmont,Bf,,20100713
,XBFV,Florival,Florival,Bf,,20100713
,XBFW,Flawinne,Flawinne,Bf,,20100713
,XBFX,Familleureux,Familleureux,Bf,,20100713
,XBFY,Froyennes,Froyennes,Bf,,20100713
,XBG,Gent-sint-pieters-bundel C,Gent-sint-pieter,Bf,,20220201
,XBGB,Gentbrugge,Gentbrugge,Bf,,20080912
,XBGD,Gent-Dampoort,Gent-Dampoort,Bf,Betrieb,20140814
,XBGE,Geel,Geel,Bf,,20100713
,XBGEB,Geraardsbergen,Geraardsbergen,Bf,,20100713
,XBGK,Genk,Genk,Bf,,19990101
,XBGKF,Genk-Zuid Linkeroever (Ford),Genk (Ford),Bf,,19990701
,XBGL,Genly,Genly,Bf,,20100713
,XBGM,Galmaarden,Galmaarden,Bf,,20100713
,XBGN,Spa-Geronstere,Spa-Geronstere,Hp,,20230603
,XBGO,Glons,Glons,Bf,,20100713
,XBGON,Godinne,Godinne,Bf,,20100713
,XBGP,Gent-Sint-Pieters,Gent-St-Pieters,Bf,,19990101
,XBGPN,Gouy-lez-Pieton,Gouy-lez-Pieton,Bf,,20100713
,XBGR,Groenendaal,Groenendaal,Bf,,20080912
,XBGRB,Groot-Bijgaarden,Groot-Bijgaarden,Bf,,20100713
,XBGS,Gastuche,Gastuche,Bf,,20100713
,XBGV,Genval,Genval,Bf,,20100713
,XBGVL,Godarville,Godarville,Bf,,20100713
,XBGX,Gembloux,Gembloux,Bf,,20100713
,XBGY,Gouvy,Gouvy,Bf,,19990101
,XBGZ,Gent-Zeehaven,Gent-Zeehaven,Bf,,19990101
,XBHA,Haaltert,Haaltert,Bf,,20080926
,XBHAL,Halle                               (BE),Halle,Bf,,20100714
,XBHB,Hammerbrücke,Hammerbrücke,Abzw,Betrieb,20081214
,XBHBK,Hansbeke,Hansbeke,Bf,,20100714
,XBHBS,Hambos,Hambos,Bf,,20100714
,XBHBY,Habay,Habay,Bf,,20100713
,XBHC,Haacht,Haacht,Bf,,20100713
,XBHCS,Harchies,Harchies,Bf,,20100714
,XBHD,Heide                               (BE),Heide,Bf,,20100714
,XBHE,Hergenrath,Hergenrath,Bf,,20000120
,XBHEV,Hever                               (BE),Hever,Bf,,20100714
,XBHG,Hillegem,Hillegem,Bf,,20100714
,XBHH,Hermalle-sous-Huy,Hermalle-s-H,Bf,,19990101
,XBHI,Hainin,Hainin,Bf,,20100714
,XBHJ,Heizijde,Heizijde,Bf,,20100714
,XBHK,Holleken,Holleken,Bf,,20100714
,XBHL,Herstal,Herstal,Bf,,20040429
,XBHM,Ham-sur-Sambre,Ham-sur-Sambre,Bf,,20100715
,XBHN,Haren,Haren,Bf,,20221104
,XBHNY,Hennuyeres,Hennuyeres,Bf,,20100714
,XBHNZ,Haren-Zuid/Haren-Sud,Haren-Zuid/Sud,Bf,,20100714
,XBHO,Hoeilaart,Hoeilaart,Bf,,20080912
,XBHP,Hourpes,Hourpes,Bf,,20100714
,XBHR,Herentals,Herentals,Bf,,20010508
,XBHRB,Harelbeke,Harelbeke,Bf,,20100714
,XBHRG,Houraing,Houraing,Bf,,20100714
,XBHRN,Herne                               (BE),Herne,Bf,,20100714
,XBHS,Heist,Heist,Bf,,20100714
,XBHSB,Heist-op-den-Berg,Heist-op-den-Ber,Bf,,20100714
,XBHSN,Heusden,Heusden,Bf,,20100714
,XBHT,Hasselt,Hasselt,Bf,,19990101
,XBHU,Huy,Huy,Bf,,19990101
,XBHV,Hove,Hove,Bf,,20100714
,XBHVL,Heverlee,Heverlee,Bf,,20100714
,XBHVR,Havre,Havre,Bf,,20100714
,XBHX,Herseaux,Herseaux,Bf,,20100714
,XBHY,Hony,Hony,Bf,,20100714
,XBHZ,Herzele,Herzele,Bf,,20080926
,XBI,Ieper,Ieper,Bf,,20100714
,XBIG,Idegem,Idegem,Bf,,20100714
,XBIM,Ingelmunster,Ingelmunster,Bf,,20080912
,XBIZ,Izegem,Izegem,Bf,,20100714
,XBJ,Jemelle,Jemelle,Bf,,20030510
,XBJB,Jambes,Jambes,Bf,,20100714
,XBJM,Jemappes,Jemappes,Bf,,20100714
,XBJS,Jemeppe-sur-Sambre,Jemeppe-s-Sambre,Bf,,20100714
,XBJT,Jette,Jette,Bf,,20100714
,XBJU,Jurbise,Jurbise,Bf,,20100714
,XBJV,Juslenville,Juslenville,Hp,,20100714
,XBK,Kinkempois,Kinkempois,Bf,,19990101
,XBKB,Kapelle-op-den-Bos,Kapelle-op-den-B,Bf,,20100715
,XBKE,Koksijde,Koksijde,Bf,,20100715
,XBKH,Kalmthout,Kalmthout,Bf,,20100724
,XBKK,Kortrijk,Kortrijk,Bf,,19990101
,XBKM,Kortemark,Kortemark,Bf,,20100715
,XBKN,Knokke,Knokke,Bf,,20100715
,XBKO,Kortenberg,Kortenberg,Bf,,19990101
,XBKP,Kapellen                            (BE),Kapellen,Bf,,20100715
,XBKS,Kessel                              (BE),Kessel,Bf,,20100715
